;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Chile;China;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Côte d'Ivoire;Croatia;Cuba;Cyprus;Czech Republic;North Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Micronesia (Federated States of);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong;Hungary;Iceland;India;Indonesia;Iraq;Ireland;Iran;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;Macedonia (Republic of);Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands Antilles;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Norway;Occupied Palestinian Territory;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Bolivia;Poland;Portugal;Qatar;Cameroon;South Korea;Moldova;Réunion;Romania;Russian Federation;Rwanda;Saint Helena;Saint Lucia;Samoa;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;Saint Kitts and Nevis;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Uganda;Ukraine;United Arab Emirates;United Kingdom;Tanzania;United States of America;Uruguay;Uzbekistan;Vanuatu;Venezuela;Viet Nam;Wallis and Futuna Islands;Yemen;Zambia;Zimbabwe;KP Annex B;Non KP Annex B;OECD;Non-OECD;EU28;Africa;Asia;Central America;Europe;Middle East;North America;Oceania;South America;Bunkers;Statistical Difference;World
1994;;-0.41922;;;;;;-7.5864;0.90962;;34.9426;-26.5448;23.0891;;0.66199;-6.1232;;35.6705;-38.0961;;-0.32799;;;;0;-21.8609;;-0.10632;14.7376;-0.24108;;-0.95568;-14.1308;;;;;-0.27825;344.9856;-7.1199;;;;-1.6578;-1.0158;-1.357;;-0.30484;5.8033;;;-3.8332;;;-0.064717;-1.4083;-4.9431;-1.4499;;;1.704;-1.1116;;;;;-15.8797;-109.495;;;;;1.1541;-194.1708;-1.0572;;-12.6576;;;;-1.697;0;;;;-0.67912;-92.917;-16.1965;;44.8087;19.8187;;-6.4642;32.2726;-13.6746;-113.5351;0.82344;-242.7063;-4.5635;29.3369;-2.6989;;-1.3786;-4.1589;-0.54389;-3.0898;;;;;;-10.8783;0;;;-0.48186;-0.94034;-0.095688;;;-1.0153;;;;-1.5915;-7.8701;2.3645;;;-7.9255;-2.3316;;0;;-0.61375;;-44.3499;;-1.6211;-0.63362;;-0.44558;;-9.3981;;-2.4343;-4.384;;0.74649;;-1.3777;-3.1229;-19.4851;0.61722;37.2608;-9.1588;3.3762;-0.50018;-73.7477;;;17.0429;466.4315;0;;;;;21.2832;-0.065156;;;;-29.3025;-0.20227;-2.4441;;;88.6224;-24.0551;-3.2801;;;;;;;-25.908;-42.8174;;-47.033;;-22.0703;;-0.5176;;5.7623;-2.0109;-39.7964;;;-1.0894;137.0783;-1.5409;-74.6304;-1.6233;55.3089;-1.3109;;;20.6436;-2.485;;;-0.92939;-0.35266;-273.8902;273.8902;-1028.6427;1029.2225;-657.7181;65.478;-39.8046;1.0807;-67.9209;-1.1129;32.3476;32.5426;-22.6028;0;0;0
1995;;-0.42414;;;;;;-6.2769;0.62674;;40.1731;-27.4506;10.01;;0.82338;-5.8375;;24.4737;-41.2429;;-0.37768;;;;0;-28.4077;;0.21382;14.9876;-0.2707;;-0.65008;-9.8393;;;;;0.2343;361.2769;-8.7084;;;;-1.8746;-0.79716;-2.2025;;-0.6495;7.7139;;;-6.1675;;;0.45145;0.30207;-3.9485;-1.4536;;;1.0297;-1.2061;;;;;-16.196;-113.4911;;;;;0.056013;-201.3005;-1.1094;;-13.8925;;;;-1.8512;0;;;;-0.51363;-98.516;-12.7664;;55.7093;18.0274;;-6.4478;21.8887;-14.9561;-107.843;0.61945;-261.9415;-4.9123;35.1531;-2.9381;;2.457;-5.6529;-0.62147;-3.2661;;;;;;-10.9121;0;;;-0.47711;-0.98654;12.1036;;;-1.1734;;;;-1.631;16.3795;2.2214;;;-8.074;-2.4827;;0;;-0.64463;;-45.264;;-2.7394;-0.60617;;-0.30294;;-10.029;;-2.2281;-4.7004;;-0.16015;;-1.2934;-3.4823;-18.7213;0.73689;42.5199;-8.9224;3.1221;-0.41776;-69.9732;;;21.161;439.6045;0;;;;;11.4759;-0.22146;;;;-46.392;-1.3623;-3.0945;;;96.5437;-21.8228;-3.4948;;;;;;;-25.4112;-45.8043;;-43.7557;;-15.3662;;-0.52322;;7.1003;-2.4079;-40.526;;;-1.1266;154.7344;-3.9963;-79.0131;-1.4285;54.9155;-1.3698;;;16.7706;-2.6073;;;-1.1392;-1.2616;-302.2107;302.2107;-1024.5316;1025.1591;-662.4802;79.9899;-25.4206;-0.13879;-98.5842;-21.227;60.3833;36.4761;-31.4704;0;0;0
1996;;-0.92667;;;;;;-7.0629;-0.36618;;40.4024;-31.2684;2.8336;;0.9994;-6.348;;12.8394;-36.3551;;-0.49608;;;;0;-31.9184;;-0.70413;13.1969;-0.28748;;-0.83754;-3.6999;;;;;-0.16797;377.0047;-7.9693;;;;-1.8561;0.96077;-2.4521;;-1.4445;12.1255;;;1.8305;;;0.38879;0.95473;-5.405;-1.5148;;;0.57126;-1.1896;;;;;-10.0822;-102.7157;;;;;-3.9157;-161.6932;-1.9884;;-10.2019;;;;-1.8918;0;;;;-0.79728;-97.6194;-6.7767;;76.8325;22.8515;;-12.0865;13.9664;-15.0721;-83.0048;2.3829;-236.6513;-1.295;36.3607;-0.16717;;5.8024;-3.0305;-0.58927;-4.5296;;;;;;-5.4021;0;;;-0.17223;-1.2634;11.4248;;;-1.186;;;;-1.8753;11.1384;0.80876;;;-3.991;-1.3149;;0;;-0.58442;;-34.2179;;-3.0706;-0.57528;;0.28661;;-7.9825;;-1.52;-5.0534;;0.52219;;-1.252;-3.2646;-17.3864;0.73502;49.2085;-9.0169;3.3925;-0.33345;-75.1413;;;27.9239;322.8291;0;;;;;15.0595;-0.59243;;;;-50.215;-2.4211;-1.8024;;;106.1303;-17.9711;-3.2188;;;;;;;-26.0518;-62.7536;;-22.1902;;-7.2709;;-0.43791;;6.845;-2.3289;-9.915;;;-0.67268;55.9117;-12.8375;-87.0088;-1.1246;72.7939;-1.7851;;;23.6032;-3.3546;;;-1.4003;-3.7546;-363.1866;363.1866;-859.0583;859.8222;-542.8323;104.0167;28.3027;-4.0598;-224.0976;9.0382;79.047;35.6977;-27.9409;0;0;0
1997;;-0.64188;;;;;;-10.9754;-0.77674;;41.5211;-26.1373;4.0257;;2.9427;-6.5676;;16.6107;-47.1419;;-0.67421;;;;0;-34.5854;;1.5774;9.8751;-0.331;;-0.87711;-20.9588;;;;;1.4168;434.8598;-8.552;;;;-2.2246;0.83506;-2.5378;;-0.66349;12.7927;;;-2.1164;;;-0.053723;-1.0132;-4.2098;-1.6836;;;1.0299;-1.3834;;;;;-10.8349;-95.4567;;;;;-2.4294;-144.8234;-2.5312;;-6.4255;;;;-2.4133;0;;;;-1.243;-109.3732;-6.9771;;78.0662;31.8621;;-10.439;2.0281;-14.5875;-83.9768;2.1024;-215.0473;-3.3495;36.1684;-0.94953;;6.858;0.041967;-0.51679;-5.0624;;;;;;-5.4605;0;;;-0.17159;-1.2284;3.7634;;;-0.93521;;;;-1.8068;-4.833;1.9073;;;-2.2576;-0.75481;;0;;-0.55002;;-35.4033;;-2.8236;-0.6795;;-3.9693;;-7.8543;;-1.597;-3.3171;;0.9986;;-1.3866;-3.4383;-16.7933;0.3358;46.4149;-10.3467;5.6984;-0.96488;-57.8545;;;28.0616;300.9953;0;;;;;10.053;-0.74259;;;;-47.9887;-1.9535;-1.9068;;;110.7732;-10.6611;-2.8654;;;;;;;-25.8765;-51.6723;;-26.3965;;10.3765;;-0.44632;;5.1976;-3.1562;-10.0049;;;-0.80315;54.078;-13.9972;-108.8475;-1.5591;47.5102;-2.3781;;;14.9013;-0.73722;;;-1.7525;-1.3337;-398.8559;398.8559;-864.2751;864.6684;-545.8095;101.3307;129.8973;-5.3071;-237.6312;-0.32398;20.7145;36.9579;-45.6343;0;0;0
1998;;-0.75345;;;;;;-12.3022;-0.66277;;36.2212;-29.9561;1.5068;;2.232;-6.6326;;-12.2035;-51.8895;;-0.85043;;;;0;-30.7574;;0.28063;7.8297;-0.80371;;-0.96949;-16.6118;;;;;1.2901;389.2295;-7.8906;;;;-2.827;-1.9285;-1.649;;-1.861;11.6269;;;-4.3009;;;-1.1831;-2.099;-6.9312;-2.2891;;;-1.9257;-1.9735;;;;;-11.9497;-97.4399;;;;;-2.3203;-157.5795;-2.3676;;-9.2645;;;;-3.0347;0;;;;-1.3881;-79.0842;-8.5999;;80.0617;73.0807;;-8.5526;-0.6967;-15.2965;-84.2558;0.038561;-162.7004;-3.7703;31.5068;-3.1979;;-2.2379;-4.3377;-0.5389;-5.2304;;;;;;-5.2482;0;;;-0.57158;-1.162;29.5109;;;-2.0746;;;;-1.5431;-10.2546;1.5454;;;-4.1639;-1.8036;;0;;-2.1956;;-38.5904;;-1.4811;-0.77327;;-4.5379;;-11.0113;;-2.9953;-0.30562;;0.6649;;-0.95736;-3.8927;-9.8469;0.075073;44.5468;-10.689;3.9628;-0.91603;15.1335;;;16.7036;402.8749;0;;;;;-11.7418;-0.78243;;;;-40.9354;-3.5436;-2.6644;;;115.4912;-18.4734;-3.4148;;;;;;;-26.0864;-70.6578;;-19.2394;;33.4472;;-0.62217;;4.4769;-0.82178;-14.1968;;;-1.4101;77.2624;-8.6094;-129.9409;-1.7704;-72.8663;-2.7418;;;11.7698;-0.039165;;;-1.7038;0.20277;-447.192;447.192;-961.9605;963.0595;-631.0586;82.7056;333.785;-14.7988;-249.2153;-36.6605;-100.9999;33.1663;-47.9675;0;0;0
1999;;-0.65241;;;;;;-6.5866;-2.2056;;48.7391;-27.5704;1.5683;;7.3267;-5.2941;;-11.6647;-60.376;;-0.44313;;;;0;-4.1962;;1.1339;5.1136;-0.96768;;-0.76401;3.8857;;;;;2.1384;345.7542;-2.6641;;;;-4.5262;-0.17094;-1.6;;-0.9723;8.1809;;;-9.1338;;;-2.0983;0.11183;-10.8038;-2.0884;;;-4.5024;-1.7435;;;;;-15.0735;-95.808;;;;;-1.517;-169.1246;-2.7507;;-6.6047;;;;-2.8125;0;;;;-1.8984;-60.9373;-9.0453;;70.5327;33.2979;;-10.7097;53.1194;-8.3146;-89.3665;0.46185;-198.5231;-2.5857;16.4714;-1.6595;;8.6364;-1.0047;-0.3877;-4.46;;;;;;-5.8633;-0.11958;;;-0.69413;-1.1297;11.3632;;;-1.4248;;;;-1.4789;-7.215;1.1521;;;-5.6967;-2.7912;;0;;-3.3717;;-20.6934;;-3.7472;-0.81696;;6.6728;;2.3018;;0.61434;-6.8863;;-0.076061;;-1.0302;-3.9029;-14.7027;-0.42113;23.2821;-7.1578;13.5351;-0.44741;-28.6454;;;9.6801;454.9127;0;;;;;33.4586;-0.56548;;;;-52.1272;-2.3981;-2.3777;;;91.1294;-12.4654;-5.2991;;;;;;;-24.5746;-56.7829;;-23.416;;23.2519;;-0.12521;;7.9425;-0.8029;-16.8427;;;-1.456;60.493;5.1266;-117.5549;-1.9844;-176.5296;-2.9781;;;47.4375;4.131;;;-1.4961;1.4435;-515.9779;515.9779;-1092.7288;1093.1334;-652.7199;79.0118;111.0403;-16.647;-206.4394;146.2351;-184.6415;44.1006;27.3562;0;0;0
2000;;-0.78621;;;;;;-2.8106;-0.62136;;60.4044;-27.7819;3.3564;;5.5911;-6.8203;;-11.6066;-65.1868;;-0.85384;;;;-4.5672;-10.1327;;2.6114;1.2908;-0.41613;;-0.7392;5.0646;;;;;-0.37811;393.1593;-2.1197;;;;-3.5389;1.004;-1.3092;;-2.1616;9.9345;;;-9.3365;;;-3.3219;0.1511;-1.9854;-2.2618;;;-3.0099;-1.1972;;;;;-17.8814;-108.854;;;;;-1.0047;-168.9279;-2.2976;;-7.2802;;;;-2.5662;0;;;;-2.4519;-70.0413;-11.423;;110.1289;35.91;;-9.5284;50.5726;-6.3529;-108.3642;2.5782;-246.5347;-1.9458;29.4335;0.29669;;20.7891;-0.33749;-0.82186;-5.3048;;;;;;-6.3364;1.2667;;;-0.39967;-0.96328;14.1508;;;-1.7763;;;;-1.6486;-25.1872;1.1522;;;-6.6864;-2.9214;;-3.4135;;-0.84201;;-22.8292;;-1.9598;-0.84581;;32.9405;;7.7911;;0.71669;-7.1084;;0.3164;;-1.2503;-3.9691;-17.5351;-0.1122;23.928;-13.2817;16.6597;-0.88835;-42.2775;;;10.4624;456.4465;0;;;;;81.1084;-0.70753;;;;-69.8394;-4.0279;-3.1893;;;97.1631;-15.548;-5.0289;;;;;;;-27.6854;-66.1567;;-30.8232;;20.882;;-0.19492;;9.9854;-2.3295;-31.0284;;;-0.93023;72.5668;20.9547;-121.5548;-2.2669;-269.0171;-2.9781;;;54.6306;4.7275;;;-2.1524;2.017;-693.7832;693.7832;-1326.1936;1326.8235;-715.6963;129.4835;135.5296;-15.4551;-255.5359;210.6491;-293.6913;58.2254;30.8279;0;0;0
2001;;-0.85293;;;;;;-0.25586;-0.71427;;61.4742;-26.3026;2.3269;;2.8843;-9.9333;;-7.5631;-62.6295;;-1.0012;;;;-3.8237;3.282;;2.3786;3.3269;-0.56788;;-1.1256;18.9938;;;;;-0.30563;328.1153;-2.7088;;;;-4.1148;1.1471;-2.6834;;-2.0482;9.7437;;;-7.8869;;;-2.9279;-2.2401;-0.73107;-2.7005;;;-2.1345;-1.6827;;;;;-15.9585;-101.2932;;;;;-1.4826;-146.9762;-2.1712;;-5.6718;;;;-2.9405;0;;;;-2.541;-76.7204;-11.828;;101.1119;44.3118;;-7.8977;48.0746;-6.8678;-93.889;0.65494;-214.6943;-4.0367;18.6668;-1.2967;;16.9986;-0.20113;-0.63926;-4.5823;;;;;;-5.0219;1.1798;;;-0.56616;-0.97645;18.6562;;;-1.9591;;;;-1.3223;-23.3183;1.2485;;;-5.1312;-2.4913;;-3.7957;;-0.84092;;-13.5364;;-0.68607;-0.86123;;21.8965;;8.9551;;1.0847;-4.2342;;1.29;;-1.1964;-3.7383;-16.6602;0.031691;25.2225;-12.46;13.294;-1.3513;-22.4134;;;10.179;370.4537;0;;;;;70.299;-0.71059;;;;-54.8179;-3.3508;-1.9467;;;108.0422;-17.3576;-5.208;;;;;;;-22.6504;-54.1158;;2.2264;;28.3271;;-0.54011;;9.341;-0.20704;4.6996;;;-1.3435;45.8091;-6.9474;-118.4239;-2.1062;-272.9918;-2.4411;;;43.4842;5.7932;;;-2.0764;1.4231;-672.2085;672.2085;-1137.3179;1137.8952;-638.8365;122.5377;168.0239;-15.2044;-271.6101;183.8664;-281.5138;60.4;33.5835;0;0;0
2002;;-1.2621;;;;;;30.4784;-0.69438;;45.4481;-25.1597;-0.32448;;3.4911;-6.0486;;-9.9713;-72.1005;;-1.1276;;;;0.88502;13.6986;;1.823;2.9886;-0.65736;;-0.32771;3.5212;;;;;-2.0877;417.7051;-6.6;;;;-7.8467;2.0271;-3.0155;;-3.7025;3.5458;;;-9.1372;;;-1.0755;-4.3664;-0.38041;-2.6617;;;-3.6923;-1.4679;;;;;-13.0337;-107.3639;;;;;-1.5302;-132.9619;-1.9694;;-8.2038;;;;-4.0124;0;;;;-3.1209;-61.0711;-16.6819;;116.2339;28.472;;-10.4265;66.224;-6.8519;-104.0003;1.8446;-193.591;-5.0485;27.2845;0.52801;;14.42;0.21362;-0.70006;-3.945;;;;;;-8.0141;1.2659;;;-0.44265;-1.2417;7.4174;;;-1.2228;;;;-1.5044;-28.1154;1.1971;;;-8.4334;-2.8378;;0.27205;;-1.353;;-22.4924;;-2.1496;-0.97538;;23.3807;;3.0636;;2.0214;-6.7162;;0.17989;;-0.57723;-5.5414;-14.2506;-0.52339;24.4969;-11.7372;9.3991;-1.3479;-46.1979;;;10.4803;356.3619;0;;;;;80.6791;-1.728;;;;-56.666;-4.1887;-1.9865;;;108.0571;-23.9504;-6.4472;;;;;;;-24.2236;-48.9569;;-7.7311;;38.532;;-0.57054;;8.7915;-0.67624;-10.4925;;;-0.99258;44.0611;-15.3504;-128.9316;-2.1506;-344.4616;-1.5554;;;75.8703;6.2034;;;-2.0793;-0.50814;-829.2511;829.2511;-1321.8353;1321.9139;-697.3946;133.0278;268.6271;-16.4583;-349.5941;193.0223;-370.0916;43.0423;98.4804;0;0;0
2003;;-1.263;;;;;;19.7596;-1.0206;;36.3401;-21.7444;-3.1962;;4.4652;-13.514;;-7.9699;-67.134;;-1.317;;;;-9.7021;13.9639;;0.10204;3.9817;-0.88733;;-2.3663;38.9605;;;;;1.1448;715.8389;-2.852;;;;-4.5652;-1.6961;-3.5048;;-2.4632;7.4434;;;-6.8347;;;1.374;-3.3221;7.7348;-2.5005;;;-3.6258;-1.975;;;;;-14.9951;-105.0186;;;;;-1.7875;-163.0901;-3.0872;;10.4282;;;;-2.8953;0;;;;-2.0576;-56.7323;-19.6882;;104.0504;22.8981;;-17.2026;14.7697;-13.9726;-92.5451;0.89774;-209.0341;-4.8751;35.8355;-2.8623;;6.9312;-0.7187;-0.62162;-6.7441;;;;;;-7.8982;-0.33605;;;-1.2563;-1.0478;22.6062;;;-2.341;;;;-1.5314;-34.5537;0.0034579;;;-4.4922;-2.4011;;-2.4243;;-2.5055;;-14.9858;;-1.7466;-1.2583;;17.4046;;-0.86301;;3.4384;-4.0992;;5.9241;;-0.77911;-3.1102;-20.2118;1.6657;36.6941;-14.0065;12.7746;-1.6321;-46.5249;;;9.6984;331.831;0;;;;;24.1675;-0.86435;;;;-73.6412;-2.3216;-2.2393;;;115.3287;-25.9521;-5.9152;;;;;;;-28.5936;-61.6473;;-4.3533;;28.9406;;-0.83366;;13.7551;0.47092;-14.8055;;;-1.3685;80.9479;-28.4458;-141.317;-2.5682;-382.6239;-1.8656;;;52.1334;-6.7273;;;-1.8481;0.57331;-859.9864;859.9864;-1376.3912;1377.0103;-696.3361;102.687;490.0619;-7.5441;-353.3831;43.6689;-386.281;34.2005;76.6071;0;0;0
2004;;-1.1901;;;;;;22.4794;-0.8797;;33.9065;-24.4937;-4.1211;;5.6363;-12.6224;;-7.1995;-88.8774;;-1.0502;;;;-5.3494;17.605;;0.59446;3.9145;-1.0951;;-2.591;18.4184;;;;;2.7834;998.819;-3.9442;;;;-4.8271;-0.19808;-3.5559;;-1.3753;13.0406;;;-14.2119;;;0.6285;-2.8785;18.3954;-2.5541;;;-1.0996;-1.6795;;;;;-22.3713;-131.8264;;;;;-2.1927;-186.9608;-4.6024;;12.7924;;;;-2.7254;0;;;;-1.4723;-52.2459;-17.875;;103.6214;27.2137;;-20.5541;23.492;-14.7335;-115.182;1.0215;-225.1108;-6.0491;40.065;-3.2428;;8.4261;-0.96206;-0.60169;-6.4764;;;;;;-7.449;-1.2867;;;-0.67927;-0.99062;22.1291;;;-0.70221;;;;-1.6835;-27.7995;0.45089;;;-4.4313;-2.2835;;-3.4494;;-1.8938;;-16.6332;;-4.1818;-1.1879;;12.9717;;0.2978;;3.6986;-6.9552;;5.0298;;-1.1381;-1.2529;-17.1797;1.9954;36.0609;-15.3782;18.139;-1.3388;-48.1583;;;5.7956;322.9243;0;;;;;44.0232;-0.8382;;;;-82.8719;-2.2194;-1.8581;;;117.0378;-40.7283;-5.8542;;;;;;;-31.5168;-61.4097;;-27.0288;;22.8494;;-0.91481;;16.8608;0.67916;-30.6349;;;-1.3561;95.2072;-41.169;-165.9696;-2.6474;-490.2103;-1.9686;;;38.4195;-4.5748;;;-1.58;0.033035;-1155.795;1155.795;-1683.9811;1684.698;-846.9971;121.6443;734.7272;0.76363;-499.8378;41.2539;-500.8641;30.2542;72.0587;0;0;0
2005;;-1.6294;;;;;;18.994;-1.205;;40.1497;-25.385;-0.49519;;5.4115;-12.489;;-1.7376;-88.3723;;-2.2442;;;;-4.1433;8.2404;;0.51373;3.0294;-0.43158;;-3.4842;0.46341;;;;;0.24033;1193.826;-5.5584;;;;-6.0753;-0.96457;-4.7387;;-1.7107;15.8554;;;-15.0944;;;-1.7016;-3.1075;12.3748;-2.4183;;;-2.0616;-2.705;;;;;-25.468;-125.1913;;;;;-2.4466;-186.0158;-5.2566;;15.5672;;;;-3.2989;0;;;;-1.8786;-59.198;-17.5779;;123.2682;25.9218;;-22.2218;35.4688;-15.7563;-113.9994;0.32412;-227.9503;-6.6592;37.835;-3.8672;;11.4991;-2.6466;-0.60854;-4.9943;;;;;;-7.1538;-2.3383;;;-1.4727;-1.1206;25.0702;;;-1.759;;;;-1.2023;-44.3187;0.15555;;;-5.3504;-2.9656;;-3.043;;-1.7061;;-22.1903;;-4.9704;-1.4163;;12.9174;;-1.9592;;4.0016;-13.9373;;7.8907;;-1.3364;-0.47129;-19.9285;1.9094;34.6605;-17.1778;19.0141;-1.7951;-85.9926;;;0.89216;310.6136;0;;;;;41.9446;-1.0801;;;;-108.2624;-2.8902;-2.2608;;;104.1913;-49.7481;-7.3052;;;;;;;-32.2726;-62.0633;;-20.101;;15.031;;-1.5773;;18.8356;1.744;-38.4407;;;-1.435;68.3965;-56.5408;-156.5902;-2.7403;-491.0207;-2.3746;;;43.6704;-3.8089;;;-1.648;0.55316;-1223.3922;1223.3922;-1772.3917;1773.7052;-857.2078;105.7736;859.8617;-6.7695;-543.0639;25.4573;-536.0836;35.0804;59.7858;0;0;0
2006;;-1.627;;;;;;16.7241;-1.1908;;29.5732;-29.9062;-1.2097;;6.5205;-10.9426;;-6.4118;-101.4326;;-2.6174;;;;-3.6701;-1.7098;;0.0078195;0.95243;-0.41565;;-3.9494;5.9346;;;;;-0.85692;1484.8077;-8.5673;;;;-4.1293;-1.6467;-7.743;;-1.2893;6.8595;;;-13.6662;;;-1.122;-4.7738;16.4481;-2.3755;;;-3.5398;-3.1396;;;;;-26.5992;-126.1018;;;;;-2.692;-203.1837;-4.4579;;9.412;;;;-3.9175;0;;;;-1.9961;-64.2224;-23.3328;;111.4513;17.1542;;-22.4616;45.2323;-14.7943;-142.3336;0.07513;-221.7411;-5.6737;29.997;-4.6675;;10.0217;-5.3301;-1.116;-6.6691;;;;;;-9.6798;-5.3619;;;-1.0477;-1.0755;18.2609;;;-2.4395;;;;-1.3388;-47.5563;-0.16275;;;-6.1677;-4.0653;;-3.217;;-1.9129;;-46.7602;;-2.8203;-1.4596;;29.145;;-4.7558;;3.685;-12.7163;;8.5677;;-1.6357;-1.4138;-19.4426;2.5546;30.7959;-16.5516;22.6009;-1.7948;-110.7521;;;-8.5341;349.8648;0;;;;;35.1161;-1.4385;;;;-131.2568;-6.3544;-3.6896;;;109.6358;-71.4588;-6.749;;;;;;;-34.531;-61.6546;;-13.2354;;25.1167;;-1.8895;;42.5788;1.102;-38.6388;;;-1.8212;77.0641;-53.2322;-175.2338;-3.4777;-587.1235;-2.1634;;;51.562;-7.5408;;;-2.3881;-0.061946;-1454.2261;1454.2261;-2060.6175;2062.0798;-1040.8338;112.5666;1080.4577;16.3038;-674.0824;20.6017;-630.5152;25.9885;48.7167;0;0;0
2007;;-1.4459;;;;;;11.4819;-2.5132;;22.9846;-27.519;-1.3361;;7.129;-13.9196;;-10.0422;-108.5662;;-2.3467;;;;-5.7686;-13.4205;;1.7866;3.2626;-0.60133;;-4.2035;-4.6775;;;;;1.9562;1555.3837;-11.1833;;;;-4.6221;-1.2906;-5.8518;;-2.2295;2.7887;;;-15.0079;;;-2.257;-5.3115;15.9253;-2.3453;;;-1.3371;-2.8693;;;;;-27.9869;-156.6606;;;;;-3.072;-175.8758;-5.1703;;14.2023;;;;-3.887;0;;;;-1.7962;-45.8327;-22.8154;;113.1897;15.332;;-21.6582;28.7309;-15.2783;-141.9922;0.77166;-199.9272;-4.7073;28.0018;-5.0265;;5.0304;-1.1197;-1.4045;-7.6777;;;;;;-9.332;0.61743;;;-1.251;-1.0406;25.2323;;;-0.72273;;;;-1.114;-21.7833;-0.035222;;;-5.4497;-5.0079;;-3.9926;;-2.2512;;-6.7004;;-4.43;-1.57;;8.5034;;-7.8038;;4.434;-9.5309;;7.7566;;-1.8674;0.33164;-20.5867;1.7805;19.9321;-13.8839;24.381;-0.72489;-108.0274;;;-3.6318;275.0353;0;;;;;24.0476;-1.4805;;;;-82.6759;-8.5535;-3.9715;;;125.4675;-74.7592;-6.3288;;;;;;;-37.9074;-70.0048;;-15.273;;25.6786;;-3.1693;;36.759;2.3087;-50.337;;;-1.6103;62.3315;-76.6449;-194.6963;-3.3954;-536.3014;-2.6669;;;35.9145;-10.4272;;;-3.0965;-0.91456;-1489.4674;1489.4674;-1995.9808;1997.0733;-1028.5337;101.1731;1246.5707;19.7532;-782.5842;-58.5821;-564.1635;21.3041;16.5289;0;0;0
2008;;-1.5767;;;;;;10.8412;-1.3445;;35.9524;-26.2089;-0.13473;;7.3428;-11.973;;-13.9682;-90.7353;;-2.9431;;;;-7.3868;-33.3403;;2.4904;0.90896;-0.72179;;-4.4382;-4.4231;;;;;-4.8205;1482.261;-11.0609;;;;-4.7979;-1.9887;-6.5751;;-3.4284;-5.6146;;;-15.2671;;;-3.73;-5.5896;11.0035;-2.6916;;;0.36744;-3.5398;;;;;-27.1585;-148.8598;;;;;-3.3511;-159.2525;-5.7129;;9.1765;;;;-4.4917;0;;;;-1.8659;-55.2634;-24.0901;;156.3384;11.2488;;-15.6015;37.1306;-14.6548;-147.7715;0.37718;-234.6002;-6.9991;31.2877;-5.4172;;7.6472;-1.157;-1.6591;-7.7839;;;;;;-9.0922;-13.1845;;;-1.9659;-1.4259;26.9305;;;-2.7264;;;;-1.4303;-23.5373;-0.90191;;;-7.504;-5.9574;;-4.2613;;-2.4233;;-7.055;;-4.144;-1.2882;;7.6369;;-6.0433;;-0.10211;-10.705;;3.6489;;-3.0774;-7.0956;-22.0611;1.6601;10.6529;-14.4683;21.0404;-1.5425;-102.3778;;;-10.6048;293.2214;0;;;;;25.4991;-1.7698;;;;-86.9323;-11.203;-3.8155;;;154.5423;-73.0242;-8.663;;;;;;;-35.8502;-70.2478;;-12.2006;;13.7254;;-2.2992;;34.6851;1.2117;-49.7648;;;-2.0353;49.5836;-97.9545;-166.9995;-4.6942;-429.2869;-2.6151;;;38.9149;-11.2973;;;-4.6156;-1.4502;-1369.4705;1369.4705;-1873.9113;1874.2838;-1005.2648;96.7835;1158.8104;11.6871;-760.2178;-59.3234;-458.7014;27.8047;-16.8074;0;0;0
